id,fare_amount
0,8.806000000000001
1,8.658000000000003
2,5.408999999999999
3,9.245
4,13.563999999999997
5,8.88
6,5.546
7,55.049499999999995
8,11.856999999999998
9,6.427
10,8.78
11,14.710299999999993
12,5.067000000000001
13,7.232999999999999
14,8.760000000000002
15,12.133999999999999
16,4.7989999999999995
17,8.899999999999999
18,5.31
19,5.903
20,9.0107
21,7.833999999999996
22,6.753000000000001
23,10.065
24,15.618999999999998
25,5.963000000000001
26,25.625999999999987
27,21.814999999999987
28,6.808000000000001
29,12.446000000000003
30,10.085999999999999
31,5.610000000000001
32,4.9049999999999985
33,9.388000000000002
34,8.628999999999994
35,6.393999999999998
36,5.765000000000003
37,5.543999999999999
38,8.604000000000003
39,5.659
40,17.81
41,9.373000000000001
42,17.536000000000012
43,9.916999999999998
44,5.551
45,10.910000000000002
46,5.748000000000003
47,6.9169999999999945
48,5.627000000000002
49,6.325000000000002
50,10.548000000000002
51,13.267999999999994
52,17.532000000000004
53,5.835
54,7.4220000000000015
55,12.671000000000006
56,10.068999999999996
57,10.236999999999997
58,11.736
59,12.242
60,7.449999999999999
61,9.437999999999999
62,5.785
63,5.273000000000001
64,6.434
65,6.939000000000004
66,9.614999999999998
67,5.5619999999999985
68,5.6934
69,14.707000000000003
70,5.6419999999999995
71,6.128000000000001
72,9.378999999999998
73,6.091
74,9.443000000000001
75,12.513999999999996
76,44.65080000000001
77,4.802000000000002
78,5.441999999999997
79,4.519000000000002
80,6.678000000000001
81,5.093
82,7.975999999999998
83,9.354999999999999
84,16.640000000000004
85,5.0189999999999975
86,5.705
87,6.743000000000003
88,13.355
89,8.503
90,9.068999999999999
91,9.206999999999995
92,6.0120000000000005
93,5.872000000000002
94,12.396999999999998
95,14.155
96,12.146
97,11.846999999999996
98,8.03
99,11.187999999999997
100,12.484999999999998
101,9.259999999999998
102,46.569800000000015
103,6.897
104,4.801000000000001
105,6.174000000000001
106,10.344999999999995
107,8.815
108,10.221
109,35.29889999999998
110,22.617000000000004
111,17.486
112,9.979999999999997
113,12.012
114,5.543000000000001
115,5.900999999999999
116,22.868999999999986
117,7.987999999999997
118,6.773999999999997
119,10.927000000000003
120,11.12999999999999
121,7.240999999999999
122,8.792999999999997
123,6.570000000000001
124,6.43
125,5.930999999999998
126,8.184999999999997
127,10.855999999999996
128,7.649999999999999
129,17.127000000000006
130,5.483000000000001
131,5.005999999999999
132,6.013999999999999
133,5.685
134,6.742999999999999
135,5.604000000000001
136,10.533000000000001
137,9.441999999999998
138,18.488
139,7.888000000000002
140,5.066000000000001
141,8.873000000000001
142,7.611999999999997
143,5.179999999999998
144,7.380999999999998
145,7.428
146,11.838999999999999
147,9.142000000000003
148,7.405000000000004
149,6.846
150,8.812000000000005
151,9.041999999999998
152,7.932999999999998
153,5.390999999999999
154,11.493000000000004
155,7.344000000000002
156,7.989999999999998
157,19.042
158,10.990399999999998
159,7.4430000000000005
160,11.344000000000003
161,7.052999999999997
162,33.42849999999998
163,18.895999999999994
164,5.316000000000005
165,8.524
166,4.492999999999998
167,23.8766
168,5.805
169,7.949999999999999
170,8.637999999999996
171,8.624999999999998
172,19.92899999999999
173,8.584600000000002
174,6.649999999999999
175,9.301999999999998
176,6.908000000000002
177,7.219000000000002
178,24.6716
179,7.796999999999997
180,18.255999999999993
181,7.279999999999997
182,15.344999999999997
183,9.028000000000004
184,9.677999999999999
185,8.356999999999998
186,7.256000000000001
187,10.405999999999995
188,50.20720000000005
189,8.069999999999995
190,8.704999999999998
191,8.260000000000002
192,5.839000000000004
193,4.995
194,6.754
195,9.892000000000001
196,7.541999999999996
197,11.098999999999998
198,6.435
199,9.055999999999997
200,9.106
201,9.341999999999999
202,4.9510000000000005
203,8.158999999999999
204,6.212000000000002
205,5.882999999999999
206,9.783
207,9.454000000000002
208,9.058
209,21.256999999999998
210,5.424999999999998
211,13.187999999999997
212,13.984999999999998
213,7.190999999999999
214,12.916999999999994
215,6.779999999999998
216,11.884300000000003
217,15.39799999999999
218,14.344
219,5.842
220,13.658999999999999
221,7.771399999999997
222,11.729999999999997
223,31.16959999999998
224,10.774000000000006
225,8.594999999999995
226,8.289000000000003
227,7.988999999999996
228,6.958000000000002
229,7.207999999999998
230,7.662999999999995
231,8.845000000000004
232,8.047000000000006
233,20.834000000000007
234,11.792999999999997
235,6.3740000000000006
236,9.220999999999998
237,10.225999999999994
238,12.643000000000002
239,12.047000000000002
240,11.534
241,8.28
242,6.258999999999999
243,8.686999999999998
244,8.928000000000004
245,14.043000000000005
246,9.238
247,31.791199999999986
248,46.31520000000001
249,7.868000000000002
250,10.013999999999996
251,28.28289999999999
252,19.955000000000005
253,11.747999999999996
254,18.459
255,16.010999999999996
256,8.985999999999999
257,16.040000000000003
258,7.994000000000003
259,20.988999999999997
260,70.42689999999999
261,16.122000000000007
262,27.661900000000024
263,18.647999999999996
264,16.487000000000002
265,8.433999999999997
266,19.339399999999998
267,22.559899999999985
268,49.96180000000003
269,8.883
270,5.263
271,5.483999999999998
272,8.981
273,11.179999999999998
274,10.618999999999998
275,6.810999999999999
276,7.168999999999999
277,15.17099999999999
278,7.217
279,21.15199999999999
280,9.942
281,21.751999999999995
282,5.762999999999998
283,21.88259999999999
284,11.849999999999998
285,12.368
286,8.841999999999999
287,8.659
288,7.576999999999998
289,5.338000000000001
290,14.652300000000002
291,9.232
292,7.157999999999998
293,7.344999999999995
294,10.248700000000001
295,4.810000000000001
296,7.664000000000003
297,5.048000000000002
298,30.734199999999987
299,6.856999999999999
300,8.831000000000001
301,50.17190000000001
302,10.036000000000003
303,39.125299999999974
304,7.935999999999998
305,8.6125
306,8.540000000000004
307,11.359999999999998
308,7.523
309,6.605999999999994
310,6.514999999999999
311,6.905999999999999
312,9.860999999999999
313,5.103
314,8.582000000000003
315,6.231
316,7.087000000000001
317,12.269
318,4.678000000000003
319,13.545000000000002
320,6.108
321,5.681
322,6.033999999999997
323,7.859000000000004
324,9.93
325,9.941
326,8.744000000000002
327,10.517000000000001
328,4.964000000000001
329,67.45500000000004
330,11.0507
331,33.7316
332,6.732999999999999
333,7.047299999999999
334,6.204999999999999
335,6.270999999999999
336,16.4592
337,5.2860000000000005
338,33.00939999999999
339,6.469999999999999
340,8.328
341,26.775499999999976
342,12.457
343,7.53
344,11.109999999999998
345,5.467000000000002
346,6.216000000000001
347,5.82
348,5.138999999999999
349,10.052999999999995
350,9.968999999999996
351,32.61309999999995
352,30.214700000000022
353,12.439000000000005
354,6.523999999999998
355,8.62
356,33.96219999999998
357,4.992000000000002
358,17.013000000000005
359,18.194999999999997
360,7.604999999999999
361,6.3039999999999985
362,9.017999999999999
363,5.844000000000002
364,9.354999999999997
365,14.169
366,5.556999999999999
367,10.828999999999997
368,8.977
369,13.224999999999998
370,12.746000000000004
371,7.551
372,12.467000000000006
373,7.6469999999999985
374,4.899
375,5.403999999999999
376,11.991799999999994
377,6.932
378,5.922999999999997
379,7.1979999999999995
380,7.433999999999997
381,8.406
382,6.652700000000002
383,7.801000000000007
384,7.293000000000001
385,8.055
386,5.622000000000001
387,8.157
388,18.62799999999999
389,6.839999999999996
390,7.948999999999995
391,10.624
392,7.533000000000002
393,8.360000000000003
394,10.036999999999995
395,8.374300000000003
396,16.9056
397,6.034
398,15.860999999999999
399,9.167000000000003
400,4.8530000000000015
401,5.197000000000002
402,7.623000000000001
403,33.80399999999998
404,7.041999999999997
405,8.061
406,5.607000000000003
407,20.717000000000002
408,23.76840000000001
409,9.008999999999997
410,10.293000000000001
411,8.013000000000003
412,18.788000000000007
413,7.791
414,12.896
415,11.620000000000005
416,6.9510000000000005
417,5.4410000000000025
418,11.617
419,12.834000000000001
420,6.403999999999999
421,5.8309999999999995
422,6.0969999999999995
423,4.704999999999999
424,7.180999999999998
425,10.115999999999996
426,5.624
427,4.847
428,4.187
429,6.63
430,6.172999999999999
431,5.824000000000001
432,6.762999999999998
433,13.022300000000003
434,7.816000000000006
435,13.007
436,11.015
437,6.201999999999998
438,7.875999999999994
439,9.061699999999997
440,6.689000000000001
441,6.160000000000002
442,9.947000000000001
443,6.822999999999999
444,9.706999999999995
445,4.1099999999999985
446,7.588000000000001
447,6.881000000000001
448,9.692000000000002
449,5.729000000000002
450,6.694999999999998
451,4.406999999999998
452,10.577999999999992
453,8.843
454,10.298000000000002
455,9.134000000000004
456,11.204999999999998
457,6.2120000000000015
458,6.0
459,5.023999999999999
460,9.195
461,10.491999999999997
462,5.749000000000002
463,10.278000000000004
464,7.574000000000001
465,7.960000000000003
466,11.510000000000002
467,9.281
468,10.871000000000002
469,8.591999999999999
470,8.294999999999996
471,23.947000000000003
472,8.577
473,7.759999999999996
474,31.166199999999968
475,32.25409999999999
476,6.411000000000002
477,6.6819999999999995
478,13.165
479,6.504999999999999
480,6.262299999999999
481,5.697
482,8.029000000000002
483,7.475
484,8.71
485,17.471999999999994
486,10.719
487,7.406999999999998
488,7.827999999999996
489,10.826999999999998
490,16.026
491,9.531
492,8.255999999999998
493,34.971599999999974
494,8.991000000000001
495,9.098300000000002
496,4.904000000000001
497,5.292999999999998
498,4.817000000000002
499,11.766999999999996
500,15.152999999999997
501,9.416000000000004
502,20.080000000000002
503,12.048000000000002
504,15.367999999999993
505,7.385999999999998
506,31.4371
507,9.525000000000004
508,6.362
509,33.26369999999997
510,5.638000000000001
511,6.324000000000001
512,8.509
513,6.628999999999998
514,54.924599999999984
515,8.295
516,6.582999999999999
517,6.446000000000001
518,5.651999999999996
519,8.834999999999999
520,5.501
521,12.860999999999995
522,12.496000000000004
523,6.951000000000004
524,5.360999999999999
525,6.613
526,14.856999999999998
527,9.999
528,5.4300000000000015
529,5.955999999999998
530,52.56920000000001
531,11.868999999999996
532,9.287999999999998
533,10.065999999999997
534,5.1819999999999995
535,9.377000000000002
536,12.179999999999998
537,12.117
538,4.925999999999999
539,9.355000000000002
540,7.828099999999999
541,10.825
542,39.57939999999997
543,21.390599999999996
544,5.6880000000000015
545,5.204
546,52.08170000000002
547,8.414000000000001
548,7.248999999999999
549,9.202000000000004
550,15.784
551,52.57120000000002
552,7.056999999999999
553,10.997000000000003
554,8.201
555,15.532000000000007
556,47.9684
557,12.128999999999994
558,53.81699999999998
559,16.308000000000007
560,6.127999999999999
561,14.996000000000002
562,5.712999999999999
563,5.572
564,5.5310000000000015
565,7.526
566,11.197000000000001
567,15.272999999999994
568,8.492
569,7.479
570,10.274000000000006
571,10.253999999999998
572,9.175999999999998
573,8.952
574,8.427999999999999
575,10.854
576,9.411
577,8.032000000000002
578,9.341000000000003
579,6.106999999999998
580,4.696000000000001
581,12.663999999999998
582,6.081
583,6.0009999999999994
584,7.415
585,7.6729999999999965
586,6.530000000000001
587,9.393999999999998
588,29.689800000000012
589,11.065999999999999
590,10.624999999999998
591,6.217000000000001
592,6.391
593,6.450299999999998
594,9.988999999999994
595,7.774999999999999
596,13.055000000000007
597,11.828899999999999
598,11.022000000000002
